trade_in_id,customer_id,new_vehicle_id,trade_in_date,trade_in_brand,trade_in_model,trade_in_year,trade_in_mileage,trade_in_value,location
TRD-00262,CUS-02451,VEH-03381,2025-10-11,Hyundai,i20,2018,84826,223000,Mumbai
TRD-00263,CUS-00347,VEH-04777,2026-08-19,Hyundai,i20,2016,26227,212000,Bengaluru
TRD-00264,CUS-04846,VEH-02461,2026-04-17,Maruti Suzuki,Dzire,2016,37643,194000,Delhi
TRD-00265,CUS-01401,VEH-01541,2025-10-25,Tata,Nexon,2022,88644,395000,Delhi
TRD-00266,CUS-01217,VEH-02014,2025-10-24,Maruti Suzuki,Swift,2018,88107,162000,Ahmedabad
TRD-00267,CUS-02466,VEH-00355,2026-07-15,Honda,Amaze,2021,79919,230000,Pune
TRD-00268,CUS-03417,VEH-04822,2026-07-22,Mahindra,XUV500,2019,69306,127000,Delhi
TRD-00269,CUS-02235,VEH-02373,2026-05-12,Honda,Amaze,2016,33925,80000,Chennai
TRD-00270,CUS-00877,VEH-02906,2025-08-20,Honda,Amaze,2012,21839,139000,Mumbai
TRD-00271,CUS-02835,VEH-04715,2025-02-27,Maruti Suzuki,Swift,2013,108152,88000,Pune
TRD-00272,CUS-02790,VEH-00349,2025-04-09,Maruti Suzuki,Dzire,2023,115332,91000,Ahmedabad
TRD-00273,CUS-01806,VEH-00183,2025-04-21,Tata,Tiago,2019,90561,157000,Delhi
TRD-00274,CUS-04499,VEH-04350,2026-04-01,Honda,Amaze,2017,77841,89000,Ahmedabad
TRD-00275,CUS-04024,VEH-01657,2026-05-09,Tata,Nexon,2019,81205,269000,Mumbai
TRD-00276,CUS-04292,VEH-04555,2026-10-07,Hyundai,i20,2023,30103,274000,Ahmedabad
TRD-00277,CUS-04523,VEH-02708,2026-06-07,Renault,Kwid,2014,90513,92000,Mumbai
TRD-00278,CUS-00057,VEH-01795,2025-09-13,Maruti Suzuki,Dzire,2016,44909,101000,Gurgaon
TRD-00279,CUS-03562,VEH-00190,2025-07-14,Maruti Suzuki,Dzire,2017,38767,135000,Chennai
TRD-00280,CUS-01938,VEH-03711,2026-10-08,Ford,EcoSport,2017,99547,122000,Gurgaon
TRD-00281,CUS-02866,VEH-02440,2026-10-03,Toyota,Innova,2019,137484,92000,Mumbai
TRD-00282,CUS-01367,VEH-04492,2026-11-14,Mahindra,XUV500,2021,31403,147000,Gurgaon
TRD-00283,CUS-01413,VEH-04718,2025-08-24,Honda,Amaze,2021,94545,269000,Mumbai
TRD-00284,CUS-02477,VEH-04183,2025-12-10,Mahindra,XUV500,2018,95450,73000,Delhi
TRD-00285,CUS-01147,VEH-02075,2026-03-31,Mahindra,XUV500,2014,62858,54000,Mumbai
TRD-00286,CUS-04616,VEH-00612,2025-03-14,Hyundai,Venue,2018,30587,96000,Hyderabad
TRD-00287,CUS-04105,VEH-04676,2026-01-23,Hyundai,i20,2017,82341,82000,Delhi
TRD-00288,CUS-02370,VEH-02481,2025-09-13,Toyota,Innova,2022,40072,430000,Bengaluru
TRD-00289,CUS-01179,VEH-01453,2026-05-22,Ford,EcoSport,2015,77988,85000,Hyderabad
TRD-00290,CUS-03105,VEH-00409,2026-05-23,Honda,Amaze,2021,64103,154000,Bengaluru
TRD-00291,CUS-01483,VEH-03896,2025-12-29,Tata,Nexon,2019,135835,91000,Mumbai
TRD-00292,CUS-03738,VEH-00549,2025-11-25,Tata,Nexon,2014,93044,101000,Pune
TRD-00293,CUS-02102,VEH-04070,2025-12-29,Tata,Nexon,2023,43278,187000,Delhi
TRD-00294,CUS-03568,VEH-04665,2025-03-09,Hyundai,i20,2017,49912,265000,Pune
TRD-00295,CUS-01505,VEH-02393,2025-10-16,Tata,Tiago,2015,139389,45000,Pune
TRD-00296,CUS-01331,VEH-01484,2026-11-02,Hyundai,i20,2017,132437,129000,Bengaluru
TRD-00297,CUS-04536,VEH-03148,2025-08-05,Hyundai,Creta,2012,68752,79000,Delhi
TRD-00298,CUS-04386,VEH-00144,2025-06-10,Tata,Tiago,2020,122956,171000,Chennai
TRD-00299,CUS-02027,VEH-02156,2026-07-24,Mahindra,XUV500,2020,83276,193000,Delhi
TRD-00300,CUS-01886,VEH-00402,2026-10-30,Honda,City,2013,116916,45000,Mumbai
TRD-00301,CUS-04971,VEH-02419,2026-11-15,Tata,Nexon,2018,60285,180000,Gurgaon
TRD-00302,CUS-04276,VEH-01660,2026-10-16,Hyundai,Venue,2023,116991,258000,Pune
TRD-00303,CUS-03899,VEH-02529,2026-07-31,Renault,Kwid,2012,54261,53000,Ahmedabad
TRD-00304,CUS-00465,VEH-03950,2026-03-29,Hyundai,Venue,2023,124421,300000,Pune
TRD-00305,CUS-02124,VEH-01499,2025-02-13,Hyundai,Creta,2021,109267,97000,Ahmedabad
TRD-00306,CUS-02656,VEH-00454,2026-12-12,Kia,Seltos,2022,50109,411000,Chennai
TRD-00307,CUS-03778,VEH-02346,2026-04-08,Kia,Seltos,2012,55306,147000,Ahmedabad
TRD-00308,CUS-03612,VEH-04821,2026-09-22,Kia,Seltos,2012,101290,60000,Mumbai
TRD-00309,CUS-03295,VEH-00483,2026-03-10,Tata,Tiago,2012,34579,45000,Bengaluru
TRD-00310,CUS-02237,VEH-01100,2026-09-11,Hyundai,i20,2019,73764,229000,Delhi
TRD-00311,CUS-01066,VEH-04244,2026-10-16,Hyundai,Venue,2012,107866,87000,Bengaluru
TRD-00312,CUS-01447,VEH-01908,2026-11-20,Renault,Kwid,2012,135585,88000,Hyderabad
TRD-00313,CUS-04574,VEH-02377,2026-11-17,Honda,Amaze,2016,81202,186000,Mumbai
TRD-00314,CUS-03596,VEH-01646,2025-04-08,Hyundai,Creta,2016,41586,150000,Delhi
TRD-00315,CUS-02192,VEH-01604,2026-06-16,Maruti Suzuki,Swift,2018,38960,155000,Bengaluru
TRD-00316,CUS-02564,VEH-02595,2025-01-26,Hyundai,Creta,2017,120767,154000,Hyderabad
TRD-00317,CUS-01724,VEH-02697,2026-12-20,Honda,Amaze,2015,42088,130000,Delhi
TRD-00318,CUS-01223,VEH-00465,2025-08-01,Ford,EcoSport,2014,144098,77000,Ahmedabad
TRD-00319,CUS-00736,VEH-00983,2026-05-18,Toyota,Innova,2017,135750,72000,Ahmedabad
TRD-00320,CUS-02396,VEH-04615,2025-05-03,Hyundai,i20,2016,79356,72000,Ahmedabad
TRD-00321,CUS-03051,VEH-00769,2026-02-16,Hyundai,Creta,2020,80125,97000,Mumbai
TRD-00322,CUS-00030,VEH-01377,2026-06-17,Maruti Suzuki,Dzire,2015,131436,53000,Chennai
TRD-00323,CUS-00393,VEH-01086,2025-06-19,Mahindra,XUV500,2016,29507,61000,Delhi
TRD-00324,CUS-02426,VEH-01697,2026-10-23,Honda,Amaze,2023,30135,226000,Mumbai
TRD-00325,CUS-04022,VEH-02261,2025-09-30,Hyundai,i20,2012,144848,101000,Delhi
TRD-00326,CUS-03458,VEH-01999,2025-04-25,Maruti Suzuki,Swift,2016,114334,50000,Delhi
TRD-00327,CUS-02334,VEH-02417,2026-10-13,Kia,Seltos,2021,137825,197000,Gurgaon
TRD-00328,CUS-03276,VEH-03067,2025-09-02,Hyundai,i20,2019,71368,148000,Bengaluru
TRD-00329,CUS-00491,VEH-02239,2025-12-08,Tata,Nexon,2020,92939,221000,Bengaluru
TRD-00330,CUS-02154,VEH-01443,2025-07-06,Hyundai,Creta,2019,127755,125000,Pune
TRD-00331,CUS-01038,VEH-01983,2026-08-26,Hyundai,i20,2022,66448,241000,Gurgaon
TRD-00332,CUS-01287,VEH-00616,2025-12-04,Tata,Nexon,2012,66099,70000,Pune
TRD-00333,CUS-00975,VEH-00829,2026-11-13,Maruti Suzuki,Swift,2019,28610,253000,Delhi
TRD-00334,CUS-04505,VEH-03166,2025-12-09,Toyota,Innova,2013,44684,86000,Delhi
TRD-00335,CUS-04796,VEH-02123,2025-04-14,Kia,Seltos,2016,98694,83000,Bengaluru
TRD-00336,CUS-03301,VEH-04018,2026-09-09,Hyundai,Creta,2013,92382,114000,Pune
TRD-00337,CUS-00626,VEH-02385,2025-06-05,Honda,City,2015,74449,81000,Gurgaon
TRD-00338,CUS-04508,VEH-00047,2025-06-07,Honda,Amaze,2022,108877,140000,Hyderabad
TRD-00339,CUS-00343,VEH-04401,2026-08-25,Ford,EcoSport,2017,108830,119000,Delhi
TRD-00340,CUS-04891,VEH-03467,2025-04-12,Tata,Nexon,2020,117697,205000,Bengaluru
TRD-00341,CUS-00128,VEH-04270,2025-11-24,Hyundai,Creta,2021,59892,317000,Mumbai
TRD-00342,CUS-01274,VEH-00066,2026-12-20,Tata,Nexon,2023,48501,513000,Chennai
TRD-00343,CUS-02880,VEH-03302,2026-08-04,Kia,Seltos,2020,93882,309000,Chennai
TRD-00344,CUS-03577,VEH-04765,2025-09-14,Hyundai,Venue,2022,117569,147000,Hyderabad
TRD-00345,CUS-02443,VEH-02907,2025-03-23,Honda,City,2014,124227,71000,Bengaluru
TRD-00346,CUS-01589,VEH-04344,2025-07-08,Ford,EcoSport,2020,86832,143000,Mumbai
TRD-00347,CUS-04703,VEH-00029,2025-07-28,Tata,Nexon,2012,118730,71000,Delhi
TRD-00348,CUS-04988,VEH-03830,2025-10-06,Ford,EcoSport,2023,104371,344000,Chennai
TRD-00349,CUS-00856,VEH-01233,2026-01-12,Maruti Suzuki,Swift,2012,120001,71000,Hyderabad
TRD-00350,CUS-04701,VEH-04576,2025-11-16,Hyundai,Creta,2018,139749,194000,Gurgaon
TRD-00351,CUS-01714,VEH-04410,2026-07-04,Tata,Tiago,2012,124401,51000,Bengaluru
TRD-00352,CUS-01524,VEH-00917,2025-10-27,Ford,EcoSport,2014,78831,129000,Mumbai
TRD-00353,CUS-03810,VEH-03766,2025-08-04,Kia,Seltos,2018,142828,118000,Hyderabad
TRD-00354,CUS-03350,VEH-04098,2026-03-20,Maruti Suzuki,Swift,2017,44890,141000,Mumbai
TRD-00355,CUS-03631,VEH-04259,2026-01-06,Hyundai,Creta,2012,128511,47000,Pune
TRD-00356,CUS-01077,VEH-04685,2025-11-24,Toyota,Innova,2012,91956,45000,Mumbai
TRD-00357,CUS-02298,VEH-04748,2025-10-15,Renault,Kwid,2021,89042,265000,Gurgaon
TRD-00358,CUS-02661,VEH-03310,2025-02-23,Maruti Suzuki,Swift,2022,108101,256000,Mumbai
TRD-00359,CUS-00855,VEH-01542,2025-10-29,Ford,EcoSport,2018,36167,80000,Pune
TRD-00360,CUS-01016,VEH-02328,2025-06-12,Kia,Seltos,2020,104537,149000,Gurgaon
TRD-00361,CUS-00273,VEH-02951,2025-01-27,Hyundai,Creta,2022,40789,180000,Delhi
TRD-00362,CUS-02764,VEH-04788,2026-09-21,Tata,Nexon,2020,142182,211000,Pune
TRD-00363,CUS-01049,VEH-02107,2025-11-10,Tata,Nexon,2018,129872,82000,Gurgaon
TRD-00364,CUS-01239,VEH-01727,2026-11-20,Hyundai,i20,2019,95069,224000,Delhi
TRD-00365,CUS-01247,VEH-02016,2026-02-08,Hyundai,i20,2017,40525,169000,Mumbai
TRD-00366,CUS-02590,VEH-01238,2025-09-03,Tata,Nexon,2017,84005,194000,Delhi
TRD-00367,CUS-02932,VEH-00176,2026-01-09,Maruti Suzuki,Dzire,2022,76928,184000,Chennai
TRD-00368,CUS-01904,VEH-03219,2026-02-17,Honda,City,2013,105271,112000,Mumbai
TRD-00369,CUS-02778,VEH-02291,2026-02-19,Tata,Tiago,2012,46435,49000,Chennai
TRD-00370,CUS-03692,VEH-00700,2025-03-03,Hyundai,Creta,2012,87621,85000,Pune
TRD-00371,CUS-02427,VEH-01506,2025-08-21,Maruti Suzuki,Swift,2021,89574,237000,Mumbai
TRD-00372,CUS-01636,VEH-04538,2026-07-19,Hyundai,Creta,2019,90218,103000,Delhi
TRD-00373,CUS-03053,VEH-04109,2026-05-21,Renault,Kwid,2016,135621,85000,Delhi
TRD-00374,CUS-02078,VEH-01918,2026-05-27,Tata,Nexon,2017,88672,217000,Hyderabad
TRD-00375,CUS-01087,VEH-01481,2026-03-13,Mahindra,XUV500,2014,68710,64000,Pune
TRD-00376,CUS-01182,VEH-04791,2025-05-05,Maruti Suzuki,Dzire,2022,84106,387000,Pune
TRD-00377,CUS-02770,VEH-02851,2026-12-16,Ford,EcoSport,2023,72397,154000,Delhi
TRD-00378,CUS-02164,VEH-00783,2026-03-17,Mahindra,XUV500,2021,133886,318000,Mumbai
TRD-00379,CUS-03227,VEH-04996,2025-10-12,Honda,City,2015,101931,118000,Pune
TRD-00380,CUS-00146,VEH-02600,2026-01-26,Maruti Suzuki,Swift,2023,45741,285000,Chennai
TRD-00381,CUS-04773,VEH-01120,2026-01-10,Mahindra,XUV500,2017,110541,150000,Pune
TRD-00382,CUS-04049,VEH-00338,2026-01-15,Tata,Nexon,2023,132931,345000,Mumbai
TRD-00383,CUS-03606,VEH-00309,2025-07-07,Maruti Suzuki,Dzire,2017,121090,180000,Chennai
TRD-00384,CUS-00895,VEH-02050,2025-11-13,Mahindra,XUV500,2013,48793,85000,Chennai
TRD-00385,CUS-03995,VEH-04046,2026-11-09,Ford,EcoSport,2013,55185,67000,Delhi
TRD-00386,CUS-03761,VEH-02813,2025-11-05,Toyota,Innova,2019,105641,232000,Hyderabad
TRD-00387,CUS-04698,VEH-01951,2025-09-23,Honda,City,2019,95883,214000,Mumbai
TRD-00388,CUS-01567,VEH-00202,2025-07-02,Honda,City,2015,43741,161000,Mumbai
TRD-00389,CUS-03976,VEH-03157,2025-07-31,Hyundai,Creta,2014,76927,45000,Pune
TRD-00390,CUS-03430,VEH-03185,2026-11-01,Toyota,Innova,2021,80599,329000,Mumbai
TRD-00391,CUS-01957,VEH-03796,2026-09-15,Hyundai,Creta,2016,126123,135000,Bengaluru
TRD-00392,CUS-02529,VEH-00408,2026-12-20,Ford,EcoSport,2018,51169,132000,Mumbai
TRD-00393,CUS-00027,VEH-02071,2026-03-24,Honda,Amaze,2019,76854,277000,Hyderabad
TRD-00394,CUS-00637,VEH-04235,2026-04-03,Hyundai,i20,2013,96629,127000,Pune
TRD-00395,CUS-00080,VEH-04741,2026-10-31,Honda,Amaze,2018,62950,199000,Gurgaon
TRD-00396,CUS-01655,VEH-03192,2026-05-08,Mahindra,XUV500,2016,37620,159000,Pune
TRD-00397,CUS-01086,VEH-03596,2026-08-16,Hyundai,Creta,2018,70677,136000,Delhi
TRD-00398,CUS-01458,VEH-03536,2025-04-05,Kia,Seltos,2021,25186,227000,Gurgaon
TRD-00399,CUS-01432,VEH-04402,2025-08-30,Hyundai,i20,2023,73053,288000,Gurgaon
TRD-00400,CUS-01787,VEH-01748,2026-03-02,Mahindra,XUV500,2012,30962,99000,Mumbai
TRD-00401,CUS-03980,VEH-04026,2026-06-16,Maruti Suzuki,Dzire,2015,85733,127000,Ahmedabad
TRD-00402,CUS-01609,VEH-04303,2025-08-01,Hyundai,Venue,2020,71366,213000,Mumbai
TRD-00403,CUS-03739,VEH-03800,2025-09-25,Kia,Seltos,2014,123314,83000,Bengaluru
TRD-00404,CUS-02728,VEH-04452,2025-12-28,Honda,Amaze,2022,133497,325000,Pune
TRD-00405,CUS-04588,VEH-00527,2025-03-21,Ford,EcoSport,2018,42473,269000,Mumbai
TRD-00406,CUS-02251,VEH-00576,2026-05-13,Tata,Nexon,2013,25916,122000,Delhi
TRD-00407,CUS-01618,VEH-01679,2025-07-05,Tata,Nexon,2017,83173,73000,Bengaluru
TRD-00408,CUS-00270,VEH-00588,2026-03-29,Honda,City,2015,82305,101000,Chennai
TRD-00409,CUS-02993,VEH-01993,2026-10-10,Kia,Seltos,2014,71794,121000,Pune
TRD-00410,CUS-03867,VEH-03720,2026-09-21,Honda,Amaze,2012,102872,45000,Mumbai
TRD-00411,CUS-01352,VEH-02533,2025-08-18,Maruti Suzuki,Dzire,2014,125731,102000,Gurgaon
TRD-00412,CUS-04583,VEH-01055,2026-10-17,Toyota,Innova,2018,101453,176000,Chennai
TRD-00413,CUS-04408,VEH-04082,2026-12-17,Kia,Seltos,2012,92261,45000,Mumbai
TRD-00414,CUS-00709,VEH-02102,2026-12-16,Maruti Suzuki,Dzire,2018,69410,186000,Delhi
TRD-00415,CUS-04247,VEH-03924,2026-12-07,Honda,City,2023,50586,187000,Gurgaon
TRD-00416,CUS-01283,VEH-03645,2025-06-03,Maruti Suzuki,Dzire,2019,134009,178000,Mumbai
TRD-00417,CUS-03140,VEH-03465,2025-02-26,Hyundai,i20,2022,114363,268000,Mumbai
TRD-00418,CUS-01124,VEH-00480,2025-05-13,Mahindra,XUV500,2023,38482,402000,Mumbai
TRD-00419,CUS-04202,VEH-04021,2026-01-16,Hyundai,i20,2023,35109,561000,Hyderabad
TRD-00420,CUS-00286,VEH-03819,2026-05-12,Tata,Tiago,2022,139982,120000,Bengaluru
TRD-00421,CUS-00201,VEH-04806,2025-09-26,Hyundai,Venue,2014,32287,131000,Gurgaon
TRD-00422,CUS-01234,VEH-03460,2026-04-25,Honda,Amaze,2018,92652,87000,Hyderabad
TRD-00423,CUS-03034,VEH-00694,2025-02-27,Maruti Suzuki,Swift,2022,87758,158000,Bengaluru
TRD-00424,CUS-01347,VEH-00780,2026-06-04,Toyota,Innova,2019,30216,227000,Bengaluru
TRD-00425,CUS-03717,VEH-03295,2025-02-16,Maruti Suzuki,Swift,2022,37244,154000,Gurgaon
TRD-00426,CUS-02408,VEH-04023,2025-07-01,Maruti Suzuki,Swift,2018,53354,147000,Ahmedabad
TRD-00427,CUS-03356,VEH-04654,2025-10-24,Tata,Tiago,2018,137033,128000,Pune
TRD-00428,CUS-02931,VEH-00340,2025-04-25,Kia,Seltos,2022,58187,385000,Mumbai
TRD-00429,CUS-02440,VEH-00813,2026-06-10,Hyundai,i20,2018,106303,81000,Ahmedabad
TRD-00430,CUS-03519,VEH-03165,2025-12-21,Hyundai,Venue,2016,83416,108000,Delhi
TRD-00431,CUS-04969,VEH-02112,2025-06-18,Tata,Nexon,2012,38573,125000,Delhi
TRD-00432,CUS-03290,VEH-03211,2025-10-28,Ford,EcoSport,2021,132978,182000,Chennai
TRD-00433,CUS-04710,VEH-00277,2026-10-04,Hyundai,Creta,2020,112526,212000,Gurgaon
TRD-00434,CUS-01295,VEH-01474,2025-02-23,Mahindra,XUV500,2020,82689,171000,Pune
TRD-00435,CUS-00182,VEH-03586,2025-05-30,Ford,EcoSport,2013,106225,73000,Delhi
TRD-00436,CUS-04496,VEH-00471,2026-07-04,Renault,Kwid,2020,114699,152000,Chennai
TRD-00437,CUS-03432,VEH-04271,2025-12-05,Toyota,Innova,2013,70345,72000,Gurgaon
TRD-00438,CUS-02690,VEH-00797,2025-08-30,Mahindra,XUV500,2015,100205,111000,Chennai
TRD-00439,CUS-00691,VEH-02350,2025-11-10,Honda,City,2016,102327,82000,Gurgaon
TRD-00440,CUS-03201,VEH-03119,2026-06-15,Ford,EcoSport,2014,95744,102000,Gurgaon
TRD-00441,CUS-01594,VEH-02070,2026-01-28,Hyundai,Creta,2018,142347,159000,Hyderabad
TRD-00442,CUS-01960,VEH-03652,2025-10-23,Maruti Suzuki,Swift,2016,130298,126000,Mumbai
TRD-00443,CUS-02510,VEH-04766,2026-05-18,Mahindra,XUV500,2022,118206,257000,Delhi
TRD-00444,CUS-00784,VEH-03699,2025-10-05,Tata,Tiago,2014,121166,64000,Ahmedabad
TRD-00445,CUS-02968,VEH-00435,2025-02-06,Honda,City,2013,91783,111000,Bengaluru
TRD-00446,CUS-03428,VEH-03133,2026-09-14,Renault,Kwid,2022,132071,91000,Chennai
TRD-00447,CUS-03372,VEH-01346,2026-04-05,Kia,Seltos,2019,91274,222000,Delhi
TRD-00448,CUS-02893,VEH-02055,2026-12-16,Kia,Seltos,2020,39632,255000,Gurgaon
TRD-00449,CUS-01260,VEH-01870,2026-12-06,Maruti Suzuki,Dzire,2018,101368,89000,Ahmedabad
TRD-00450,CUS-01694,VEH-04831,2025-05-11,Hyundai,Creta,2014,73531,128000,Bengaluru
TRD-00451,CUS-04992,VEH-01639,2025-07-02,Kia,Seltos,2019,119556,125000,Chennai
TRD-00452,CUS-04613,VEH-02362,2025-03-09,Kia,Seltos,2013,18231,123000,Ahmedabad
TRD-00453,CUS-04789,VEH-01343,2026-10-14,Tata,Tiago,2021,93101,146000,Mumbai
TRD-00454,CUS-00444,VEH-02838,2026-04-30,Toyota,Innova,2020,115436,161000,Delhi
TRD-00455,CUS-02275,VEH-00943,2026-03-04,Honda,Amaze,2018,63911,132000,Ahmedabad
TRD-00456,CUS-03627,VEH-02849,2026-05-17,Hyundai,Venue,2016,44814,140000,Pune
TRD-00457,CUS-02914,VEH-00421,2025-04-30,Maruti Suzuki,Swift,2023,131923,115000,Bengaluru
TRD-00458,CUS-01752,VEH-04019,2025-07-08,Maruti Suzuki,Swift,2018,129846,86000,Mumbai
TRD-00459,CUS-02115,VEH-01579,2025-03-25,Hyundai,Venue,2021,61093,255000,Pune
TRD-00460,CUS-03661,VEH-04010,2025-08-08,Tata,Tiago,2020,116240,217000,Delhi
TRD-00461,CUS-03246,VEH-00450,2026-04-28,Ford,EcoSport,2019,45429,175000,Bengaluru
TRD-00462,CUS-04766,VEH-00002,2026-08-10,Hyundai,Creta,2014,27610,56000,Pune
TRD-00463,CUS-04361,VEH-01651,2026-04-18,Hyundai,i20,2018,58444,122000,Mumbai
TRD-00464,CUS-02759,VEH-04126,2025-11-19,Mahindra,XUV500,2020,28319,260000,Hyderabad
TRD-00465,CUS-01251,VEH-02692,2026-07-14,Honda,City,2019,90564,181000,Delhi
TRD-00466,CUS-02100,VEH-00777,2025-07-02,Mahindra,XUV500,2019,24795,122000,Mumbai
TRD-00467,CUS-01614,VEH-03609,2025-02-10,Honda,Amaze,2012,76189,111000,Delhi
TRD-00468,CUS-00406,VEH-02184,2025-08-24,Ford,EcoSport,2012,101684,47000,Hyderabad
TRD-00469,CUS-00051,VEH-04403,2025-03-14,Hyundai,Venue,2014,76167,72000,Gurgaon
TRD-00470,CUS-00329,VEH-01117,2025-09-14,Ford,EcoSport,2022,132494,156000,Delhi
TRD-00471,CUS-02390,VEH-03055,2025-03-09,Tata,Tiago,2014,18434,51000,Chennai
TRD-00472,CUS-02649,VEH-03890,2026-11-24,Honda,City,2023,82367,455000,Gurgaon
TRD-00473,CUS-00835,VEH-00314,2025-08-16,Renault,Kwid,2023,129111,363000,Delhi
TRD-00474,CUS-04612,VEH-04608,2026-01-03,Hyundai,Creta,2019,82832,154000,Pune
TRD-00475,CUS-00939,VEH-02275,2025-11-29,Mahindra,XUV500,2015,99306,128000,Delhi
TRD-00476,CUS-04900,VEH-00223,2026-12-03,Hyundai,Venue,2018,92149,179000,Gurgaon
TRD-00477,CUS-04225,VEH-03179,2025-03-19,Honda,City,2013,131556,71000,Chennai
TRD-00478,CUS-04661,VEH-01564,2026-12-16,Honda,Amaze,2019,112137,122000,Pune
TRD-00479,CUS-04177,VEH-02929,2026-01-12,Tata,Nexon,2014,115303,45000,Mumbai
TRD-00480,CUS-01092,VEH-03680,2026-05-26,Renault,Kwid,2017,31717,188000,Mumbai
TRD-00481,CUS-00473,VEH-00323,2025-03-06,Hyundai,i20,2019,139702,249000,Delhi
TRD-00482,CUS-02925,VEH-03512,2025-03-18,Hyundai,Creta,2023,82766,378000,Hyderabad
TRD-00483,CUS-00721,VEH-01017,2026-06-27,Ford,EcoSport,2015,43305,58000,Bengaluru
TRD-00484,CUS-04345,VEH-03518,2025-04-23,Mahindra,XUV500,2019,93252,113000,Hyderabad
TRD-00485,CUS-04219,VEH-01798,2026-06-13,Hyundai,Venue,2022,57158,378000,Mumbai
TRD-00486,CUS-04293,VEH-00295,2026-08-31,Tata,Nexon,2013,98774,54000,Chennai
TRD-00487,CUS-03732,VEH-04951,2026-07-13,Tata,Nexon,2017,100634,77000,Delhi
TRD-00488,CUS-00615,VEH-01091,2025-04-18,Maruti Suzuki,Swift,2012,121008,55000,Hyderabad
TRD-00489,CUS-04720,VEH-01051,2026-04-02,Tata,Nexon,2016,104889,126000,Gurgaon
TRD-00490,CUS-02121,VEH-01738,2025-10-02,Toyota,Innova,2020,105860,103000,Delhi
TRD-00491,CUS-00160,VEH-04063,2025-08-11,Honda,Amaze,2013,101427,75000,Mumbai
TRD-00492,CUS-00529,VEH-04440,2025-06-14,Mahindra,XUV500,2012,132633,53000,Hyderabad
TRD-00493,CUS-00574,VEH-00633,2026-12-19,Ford,EcoSport,2012,61372,135000,Chennai
TRD-00494,CUS-02023,VEH-03872,2025-09-01,Tata,Nexon,2021,45288,435000,Gurgaon
TRD-00495,CUS-01650,VEH-01950,2025-07-07,Mahindra,XUV500,2021,136864,303000,Bengaluru
TRD-00496,CUS-00468,VEH-01067,2026-12-12,Toyota,Innova,2018,119542,110000,Ahmedabad
TRD-00497,CUS-04494,VEH-00585,2025-06-19,Hyundai,Creta,2022,98087,296000,Ahmedabad
TRD-00498,CUS-02195,VEH-00444,2026-01-12,Maruti Suzuki,Dzire,2023,133575,201000,Delhi
TRD-00499,CUS-01063,VEH-03110,2026-09-10,Renault,Kwid,2015,88655,65000,Bengaluru
TRD-00500,CUS-02975,VEH-02076,2025-05-13,Maruti Suzuki,Swift,2019,60620,169000,Chennai
TRD-00501,CUS-00204,VEH-01821,2025-05-30,Honda,City,2022,57293,331000,Chennai
TRD-00502,CUS-03468,VEH-02820,2026-12-16,Renault,Kwid,2013,95819,108000,Mumbai
TRD-00503,CUS-03776,VEH-01232,2025-12-27,Honda,Amaze,2022,93325,224000,Mumbai
TRD-00504,CUS-01781,VEH-03939,2026-01-03,Mahindra,XUV500,2015,90464,45000,Mumbai
TRD-00505,CUS-03875,VEH-03183,2026-05-02,Ford,EcoSport,2014,118521,109000,Chennai
TRD-00506,CUS-01043,VEH-01351,2026-04-14,Maruti Suzuki,Dzire,2017,77043,191000,Pune
TRD-00507,CUS-02918,VEH-00166,2025-10-28,Maruti Suzuki,Swift,2022,76287,319000,Chennai
TRD-00508,CUS-01585,VEH-01367,2026-08-04,Hyundai,Creta,2014,63819,58000,Mumbai
TRD-00509,CUS-03251,VEH-01075,2026-01-11,Hyundai,Venue,2013,103593,96000,Hyderabad
TRD-00510,CUS-04692,VEH-04125,2025-03-18,Maruti Suzuki,Swift,2019,64547,120000,Mumbai
TRD-00511,CUS-00257,VEH-03961,2026-10-29,Toyota,Innova,2023,66927,445000,Delhi
TRD-00512,CUS-00013,VEH-02074,2025-03-21,Maruti Suzuki,Dzire,2021,71501,370000,Gurgaon
TRD-00513,CUS-02191,VEH-03601,2026-12-20,Renault,Kwid,2012,144960,73000,Pune
TRD-00514,CUS-03210,VEH-04225,2025-02-12,Honda,City,2015,53666,60000,Ahmedabad
TRD-00515,CUS-01193,VEH-00705,2025-08-03,Maruti Suzuki,Swift,2014,69407,98000,Pune
TRD-00516,CUS-02853,VEH-04087,2026-07-02,Ford,EcoSport,2016,78481,163000,Delhi
TRD-00517,CUS-02148,VEH-04833,2026-12-17,Toyota,Innova,2018,65546,145000,Ahmedabad
TRD-00518,CUS-03402,VEH-00830,2025-08-09,Kia,Seltos,2022,80469,281000,Bengaluru
TRD-00519,CUS-03986,VEH-02945,2025-09-05,Maruti Suzuki,Swift,2017,18355,192000,Mumbai
TRD-00520,CUS-01516,VEH-01128,2025-07-13,Kia,Seltos,2012,121844,62000,Chennai
TRD-00521,CUS-04678,VEH-03877,2025-03-16,Kia,Seltos,2016,134811,71000,Chennai
TRD-00522,CUS-01271,VEH-01694,2026-12-18,Ford,EcoSport,2019,101423,237000,Ahmedabad
TRD-00523,CUS-00758,VEH-03984,2025-07-14,Toyota,Innova,2018,142619,136000,Delhi
TRD-00524,CUS-04028,VEH-00316,2026-08-25,Tata,Tiago,2015,127623,77000,Delhi
